timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,0.88,2.58,9.36,0.1,0.04,-0.0,-8.96,3.76,1.78,0.08,-0.12,0.03,-7.86,5.36,0.29,0.17,0.14,0.02
20,0.8,2.52,9.25,0.11,0.01,-0.0,-8.72,3.74,1.81,0.08,-0.11,0.02,-7.7,5.3,0.33,0.17,0.13,0.02
40,0.86,2.59,9.28,0.08,0.05,-0.01,-8.69,3.72,1.8,0.1,-0.11,0.02,-7.72,5.32,0.34,0.19,0.14,0.01
60,0.88,2.62,9.33,0.09,0.04,-0.01,-8.8,3.77,1.77,0.09,-0.12,0.01,-7.79,5.4,0.35,0.18,0.12,-0.0
80,0.84,2.59,9.28,0.09,0.03,-0.01,-8.71,3.84,1.87,0.08,-0.12,0.02,-7.7,5.46,0.34,0.17,0.13,0.02
100,0.85,2.57,9.3,0.1,0.03,-0.01,-8.81,3.76,1.9,0.08,-0.11,0.01,-7.84,5.32,0.32,0.16,0.13,0.01
120,0.86,2.54,9.34,0.1,0.04,-0.0,-8.84,3.83,1.79,0.07,-0.12,0.02,-7.84,5.41,0.34,0.17,0.12,0.02
140,0.82,2.54,9.39,0.09,0.04,-0.0,-8.9,3.71,1.87,0.08,-0.13,0.02,-7.91,5.37,0.32,0.16,0.13,0.02
160,0.87,2.6,9.33,0.09,0.04,-0.01,-8.85,3.73,1.81,0.09,-0.12,0.01,-7.71,5.34,0.35,0.18,0.12,0.0
180,0.88,2.61,9.34,0.09,0.05,-0.01,-8.83,3.88,1.88,0.08,-0.12,0.01,-7.87,5.49,0.38,0.17,0.12,0.01
200,0.88,2.65,9.35,0.09,0.04,-0.01,-8.87,3.88,1.87,0.08,-0.13,0.02,-7.81,5.44,0.45,0.16,0.11,0.02
220,0.88,2.64,9.37,0.1,0.02,-0.0,-8.88,3.87,1.91,0.07,-0.12,0.02,-7.73,5.41,0.35,0.16,0.12,0.02
240,0.85,2.57,9.35,0.09,0.03,0.0,-8.92,3.84,1.87,0.07,-0.13,0.01,-7.86,5.4,0.38,0.15,0.11,0.01
260,0.85,2.59,9.3,0.09,0.02,0.01,-8.81,3.82,1.86,0.06,-0.15,0.01,-7.76,5.44,0.37,0.14,0.1,0.01
280,0.85,2.6,9.28,0.09,0.04,0.0,-8.74,3.82,1.81,0.08,-0.12,0.0,-7.7,5.42,0.43,0.15,0.12,0.0
