timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-1.43,2.22,-12.05,-4.21,-1.11,0.03,1.08,-2.16,-5.02,0.34,-2.15,3.13,6.39,-4.14,-6.14,0.77,-0.24,-3.29
20,0.57,3.1,-11.39,0.12,1.33,-0.58,19.61,18.28,3.63,0.64,-0.03,2.58,19.61,-9.86,-5.34,0.22,1.08,1.2
40,1.92,2.34,-10.65,0.74,4.12,0.03,7.67,7.61,11.19,-2.32,4.36,0.47,19.31,7.94,-2.6,0.54,4.26,-0.27
60,1.38,-3.32,-6.36,1.59,4.36,-0.57,-15.21,1.51,-0.83,-2.87,2.33,-1.83,-15.77,2.17,0.61,-3.59,3.1,-2.23
80,8.15,-3.26,-5.4,3.63,4.36,-2.34,-8.09,-1.27,6.02,-3.94,-0.41,-2.74,1.2,0.27,12.73,-4.15,-1.34,-4.36
100,-6.84,-2.69,-11.22,1.02,-1.0,-1.23,19.61,-8.49,-4.44,0.28,0.36,1.66,18.69,-16.77,-5.27,2.48,1.1,4.16
120,-2.77,-2.37,-9.27,-0.72,-0.74,-0.53,2.45,2.1,-2.33,1.52,0.24,-1.86,-2.85,-3.28,-2.81,2.07,-0.11,-1.73
140,-6.97,-0.14,-11.68,-2.0,-3.07,-0.25,-4.92,4.33,-11.98,1.01,-3.01,-0.01,-6.56,2.68,-18.34,0.15,-3.87,-1.0
160,1.16,2.49,-11.39,-2.68,-1.99,0.8,16.55,5.85,3.42,0.49,-3.21,1.51,12.07,-2.18,-3.23,0.81,-1.26,4.36
180,1.85,2.14,-9.08,-1.66,-0.38,0.57,18.92,5.48,2.62,0.44,0.47,-1.16,19.61,-13.18,-3.62,0.93,0.41,1.01
200,-0.89,-1.28,-9.85,-0.85,-1.05,0.55,2.49,2.26,1.48,0.18,-1.59,0.62,3.11,7.57,-4.47,1.82,1.65,-0.79
220,-0.77,-2.46,-9.77,-0.83,-2.01,-0.07,15.15,-4.1,0.76,0.91,-1.51,0.19,-3.55,7.48,-3.27,-2.28,-2.15,-2.41
240,-0.61,-0.91,-11.07,-0.68,-1.71,0.22,13.29,3.51,2.04,1.56,-0.52,-0.25,11.78,-5.77,-2.76,-2.79,-2.48,-1.28
260,0.16,-1.21,-10.8,0.05,-1.19,-0.57,13.34,1.39,-2.91,0.85,-0.81,0.32,12.0,-5.72,-6.44,1.3,0.03,0.16
280,-1.93,-1.06,-12.22,-1.03,-0.75,-0.42,7.21,7.69,-0.84,0.59,-0.55,-0.71,6.02,-2.37,-8.46,-0.45,-0.76,-0.56
300,0.86,-0.44,-10.09,0.17,0.03,-0.76,19.61,3.42,-0.33,0.15,0.54,-0.61,19.61,-7.21,-6.12,-0.01,-0.1,-0.58
320,1.52,-1.87,-8.67,-0.05,1.1,-0.85,10.62,3.32,2.57,-0.02,2.36,-1.88,13.13,-2.33,-0.33,1.1,2.2,-1.33
