timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,9.77,1.56,0.48,0.08,0.01,0.01,3.81,-0.06,9.52,0.05,-0.15,0.0,7.15,0.08,6.76,0.13,0.09,0.0
20,9.69,1.62,0.48,0.09,0.0,0.01,3.81,0.03,9.53,0.06,-0.16,0.0,7.04,0.14,6.71,0.14,0.08,0.01
40,9.44,1.65,0.34,0.17,0.01,0.0,3.9,0.12,9.25,0.09,-0.15,0.05,7.11,0.19,6.4,0.18,0.08,0.04
60,8.91,1.61,0.11,0.16,0.09,0.05,3.81,0.49,8.76,0.02,-0.09,0.02,6.89,0.56,5.91,0.12,0.15,0.03
80,8.86,1.6,0.12,0.15,0.09,0.05,3.81,0.48,8.74,0.01,-0.08,0.02,6.85,0.54,5.87,0.11,0.16,0.04
100,8.79,1.35,0.07,0.06,0.2,0.07,4.0,0.16,8.71,-0.06,-0.02,-0.03,6.86,0.25,5.84,0.02,0.25,-0.01
120,9.02,1.25,0.23,-0.03,0.23,0.07,3.69,0.08,8.89,-0.08,0.04,-0.07,6.82,0.16,6.15,-0.01,0.3,-0.05
140,9.66,1.47,-0.25,-0.38,0.15,-0.02,4.65,-0.02,9.35,-0.08,0.02,-0.4,7.8,-0.15,6.23,-0.13,0.32,-0.37
160,10.3,1.7,-0.31,-0.41,0.35,-0.16,5.42,0.33,9.9,-0.0,0.28,-0.43,8.65,0.23,6.49,-0.04,0.49,-0.45
180,10.85,2.49,0.66,-0.44,0.48,-0.09,4.15,0.03,10.88,0.06,0.38,-0.25,7.17,1.0,8.05,0.11,0.59,-0.31
200,10.76,2.36,0.77,-0.24,0.23,0.01,3.76,0.94,10.84,0.01,0.03,-0.08,7.3,0.96,7.73,0.09,0.28,-0.06
220,10.55,2.17,0.62,-0.15,0.2,0.04,3.68,0.58,10.64,-0.02,-0.01,-0.03,7.52,0.85,7.44,0.06,0.23,-0.04
240,9.99,1.26,-0.15,0.06,0.11,0.03,4.13,-0.49,9.44,0.03,-0.1,0.02,7.43,-0.62,6.58,0.1,0.14,0.02
260,9.76,1.24,-0.33,0.11,0.03,-0.0,4.37,-0.74,9.11,0.08,-0.14,0.05,7.29,-0.96,6.4,0.19,0.1,0.04
280,9.92,1.72,-0.9,0.48,0.05,-0.06,4.72,0.28,9.33,0.15,-0.17,0.01,7.89,-0.04,6.04,0.22,0.12,0.01
300,9.93,1.67,-0.64,0.56,-0.08,-0.01,4.83,0.28,9.46,0.13,-0.15,0.1,7.93,0.12,6.12,0.24,0.11,0.05
320,9.92,1.66,-0.48,0.54,-0.09,0.01,4.67,0.28,9.49,0.13,-0.13,0.1,7.89,0.27,6.25,0.24,0.11,0.09
340,9.96,1.51,-0.15,0.14,-0.01,0.04,4.37,0.11,9.56,0.06,-0.13,0.09,7.76,0.17,6.52,0.16,0.11,0.08
360,10.11,1.3,-0.09,0.01,0.07,0.04,4.43,-0.04,9.59,0.03,-0.14,0.01,7.71,0.02,6.47,0.1,0.1,0.02
