timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-3.74,3.62,7.87,0.11,0.01,-0.06,-8.44,4.3,-0.31,0.14,-0.15,-0.02,-7.4,5.45,-0.45,0.2,0.07,-0.01
20,-3.6,3.68,8.08,0.05,0.03,-0.04,-8.82,4.53,-0.09,0.1,-0.13,-0.06,-7.78,5.87,-0.29,0.16,0.08,-0.06
40,-3.74,3.65,8.13,0.07,-0.05,0.01,-8.55,4.26,-0.27,0.04,-0.2,-0.02,-7.57,5.57,-0.38,0.11,0.03,-0.02
60,-3.83,3.38,7.98,0.05,-0.0,0.0,-8.42,4.07,-0.34,0.05,-0.13,-0.06,-7.42,5.18,-0.46,0.13,0.09,-0.07
80,-3.85,3.41,7.93,0.0,0.08,-0.02,-8.28,3.89,-0.44,0.08,-0.07,-0.06,-7.4,4.98,-0.56,0.16,0.15,-0.08
100,-3.84,3.42,8.08,0.08,0.17,-0.06,-8.39,3.99,-0.33,0.14,0.01,-0.0,-7.6,5.21,-0.36,0.25,0.22,-0.01
120,-3.73,3.49,8.14,0.14,0.2,-0.07,-8.7,4.02,-0.36,0.16,0.0,0.04,-8.03,5.27,-0.37,0.27,0.2,0.05
140,-3.71,3.45,8.39,0.21,0.19,-0.06,-9.13,4.16,-0.03,0.14,-0.05,0.08,-7.54,5.23,-0.12,0.26,0.17,0.13
160,-3.57,3.62,8.54,0.05,0.01,-0.0,-8.95,4.1,-0.11,0.07,-0.16,-0.01,-8.1,5.44,-0.1,0.15,0.09,0.01
180,-3.69,3.66,8.38,0.08,0.05,-0.02,-8.97,4.41,-0.12,0.07,-0.17,0.02,-8.05,5.75,-0.22,0.16,0.06,0.02
200,-3.74,3.54,8.32,0.15,0.03,-0.01,-8.83,4.17,-0.28,0.07,-0.18,0.04,-7.97,5.46,-0.31,0.16,0.07,0.04
220,-3.68,3.5,8.28,0.11,-0.0,0.01,-8.98,4.4,-0.12,0.07,-0.17,0.0,-7.87,5.78,-0.31,0.13,0.07,0.02
240,-3.65,3.58,8.09,0.08,-0.02,0.01,-8.6,4.17,-0.19,0.05,-0.19,-0.01,-7.73,5.46,-0.31,0.12,0.04,0.01
260,-3.64,3.58,8.07,0.11,-0.01,0.01,-8.62,4.23,-0.2,0.06,-0.2,0.01,-7.81,5.49,-0.32,0.12,0.02,0.02
280,-3.69,3.52,8.03,0.11,-0.01,0.01,-8.55,4.21,-0.31,0.05,-0.18,0.01,-7.39,5.45,-0.43,0.12,0.06,0.02
300,-3.68,3.57,8.03,0.07,0.02,0.01,-8.51,4.23,-0.26,0.05,-0.14,-0.0,-7.59,5.5,-0.38,0.13,0.1,0.0
320,-3.53,3.5,8.21,0.08,-0.0,0.04,-8.88,4.31,-0.22,0.03,-0.16,0.01,-8.11,5.59,-0.24,0.1,0.07,0.02
340,-3.62,3.4,8.21,0.1,-0.05,0.04,-8.81,4.12,-0.17,0.03,-0.19,-0.0,-7.66,5.35,-0.31,0.09,0.05,0.01
