timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-3.33,1.49,8.88,0.1,0.04,0.0,-8.46,3.46,3.87,0.07,-0.13,0.01,-7.68,4.88,2.48,0.15,0.11,0.02
20,-3.34,1.52,8.85,0.09,0.04,0.0,-8.46,3.46,3.9,0.07,-0.13,0.01,-7.65,4.85,2.46,0.15,0.1,0.01
40,-3.34,1.45,8.75,0.1,0.02,0.0,-8.49,3.46,3.89,0.07,-0.14,0.01,-7.68,4.84,2.48,0.15,0.1,0.01
60,-3.32,1.48,8.83,0.08,0.04,0.0,-8.45,3.48,3.87,0.07,-0.13,0.01,-7.63,4.88,2.43,0.15,0.11,0.01
80,-3.3,1.44,8.83,0.11,0.03,0.01,-8.44,3.46,3.9,0.07,-0.14,0.01,-7.68,4.87,2.49,0.15,0.1,0.01
100,-3.32,1.48,8.83,0.09,0.04,0.0,-8.48,3.48,3.87,0.07,-0.13,0.01,-7.68,4.86,2.49,0.15,0.11,0.01
120,-3.34,1.45,8.83,0.1,0.03,0.0,-8.42,3.48,3.87,0.07,-0.13,0.01,-7.68,4.89,2.47,0.15,0.11,0.02
140,-3.34,1.41,8.79,0.1,0.03,0.0,-8.43,3.48,3.91,0.06,-0.14,0.01,-7.7,4.91,2.47,0.14,0.1,0.01
160,-3.33,1.43,8.87,0.11,0.04,0.01,-8.47,3.44,3.92,0.07,-0.13,0.02,-7.66,4.87,2.48,0.15,0.11,0.01
180,-3.32,1.48,8.81,0.09,0.03,0.0,-8.45,3.5,3.92,0.07,-0.13,0.01,-7.66,4.88,2.46,0.15,0.11,0.01
200,-3.32,1.44,8.82,0.1,0.03,0.01,-8.47,3.46,3.93,0.06,-0.14,0.02,-7.67,4.9,2.49,0.14,0.1,0.01
220,-3.33,1.43,8.78,0.09,0.03,-0.0,-8.47,3.48,3.92,0.07,-0.13,0.01,-7.67,4.92,2.46,0.15,0.1,0.01
240,-3.35,1.45,8.8,0.09,0.04,0.0,-8.48,3.46,3.92,0.07,-0.13,0.01,-7.69,4.89,2.51,0.15,0.11,0.01
260,-3.31,1.44,8.83,0.1,0.04,0.01,-8.43,3.49,3.92,0.07,-0.14,0.02,-7.67,4.85,2.44,0.15,0.11,0.01
280,-3.28,1.43,8.9,0.11,0.03,0.01,-8.48,3.45,3.88,0.06,-0.14,0.02,-7.66,4.87,2.43,0.15,0.1,0.01
300,-3.3,1.47,8.83,0.09,0.04,0.0,-8.51,3.43,3.91,0.07,-0.14,0.01,-7.68,4.9,2.47,0.15,0.1,0.01
320,-3.33,1.51,8.85,0.09,0.04,0.0,-8.48,3.47,3.97,0.06,-0.14,0.02,-7.69,4.85,2.47,0.15,0.1,0.01
340,-3.31,1.42,8.86,0.1,0.02,0.01,-8.49,3.43,3.85,0.07,-0.14,0.01,-7.66,4.88,2.48,0.14,0.11,0.01
360,-3.3,1.45,8.86,0.1,0.06,0.01,-8.44,3.5,3.92,0.07,-0.14,0.02,-7.66,4.87,2.51,0.15,0.11,0.01
380,-3.33,1.44,8.87,0.09,0.03,0.0,-8.46,3.46,3.9,0.07,-0.13,0.01,-7.65,4.85,2.5,0.15,0.11,0.01
400,-3.33,1.44,8.77,0.1,0.04,0.01,-8.51,3.49,3.91,0.07,-0.14,0.02,-7.66,4.85,2.47,0.15,0.1,0.02
420,-3.3,1.47,8.84,0.09,0.04,-0.0,-8.44,3.48,3.92,0.07,-0.13,0.01,-7.65,4.91,2.43,0.15,0.12,0.01
440,-3.3,1.48,8.89,0.11,0.03,0.01,-8.47,3.48,3.91,0.06,-0.13,0.01,-7.67,4.88,2.48,0.15,0.11,0.01
460,-3.27,1.42,8.81,0.1,0.03,0.01,-8.51,3.45,3.94,0.06,-0.14,0.01,-7.65,4.84,2.5,0.15,0.1,0.02
480,-3.31,1.47,8.91,0.09,0.03,0.01,-8.47,3.45,3.9,0.06,-0.14,0.01,-7.66,4.87,2.53,0.15,0.1,0.01
500,-3.32,1.45,8.83,0.1,0.03,0.0,-8.44,3.44,3.93,0.07,-0.13,0.01,-7.65,4.84,2.49,0.15,0.11,0.01
520,-3.29,1.44,8.87,0.1,0.03,0.01,-8.47,3.45,3.96,0.07,-0.14,0.01,-7.7,4.84,2.48,0.15,0.11,0.01
540,-3.32,1.43,8.85,0.1,0.03,0.0,-8.49,3.43,3.96,0.07,-0.14,0.01,-7.7,4.85,2.5,0.14,0.11,0.0
560,-3.37,1.48,8.81,0.09,0.04,0.0,-8.43,3.45,3.88,0.07,-0.14,0.01,-7.67,4.89,2.45,0.15,0.1,0.01
580,-3.32,1.47,8.83,0.1,0.03,0.01,-8.42,3.45,3.92,0.06,-0.13,0.02,-7.68,4.84,2.53,0.15,0.1,0.01
600,-3.31,1.47,8.77,0.1,0.04,0.0,-8.5,3.46,3.9,0.07,-0.14,0.01,-7.69,4.91,2.51,0.15,0.1,0.01
620,-3.33,1.46,8.87,0.11,0.03,0.01,-8.47,3.49,3.98,0.07,-0.14,0.01,-7.69,4.86,2.45,0.15,0.11,0.01
640,-3.28,1.42,8.82,0.09,0.03,0.0,-8.46,3.48,3.98,0.07,-0.13,0.01,-7.68,4.88,2.47,0.14,0.11,0.01
660,-3.32,1.45,8.87,0.1,0.03,0.01,-8.44,3.42,3.92,0.06,-0.14,0.01,-7.67,4.9,2.48,0.15,0.11,0.01
680,-3.29,1.5,8.85,0.11,0.02,0.01,-8.45,3.45,3.95,0.07,-0.14,0.01,-7.68,4.87,2.42,0.14,0.1,0.01
700,-3.31,1.46,8.85,0.09,0.03,0.01,-8.48,3.42,3.92,0.07,-0.14,0.01,-7.65,4.83,2.48,0.15,0.1,0.01
720,-3.34,1.45,8.86,0.1,0.03,0.01,-8.46,3.46,3.92,0.07,-0.14,0.01,-7.66,4.88,2.48,0.14,0.11,0.01
740,-3.28,1.43,8.83,0.09,0.04,0.0,-8.47,3.51,3.9,0.07,-0.13,0.01,-7.67,4.87,2.43,0.15,0.1,0.01
760,-3.32,1.5,8.87,0.09,0.04,0.0,-8.49,3.45,3.88,0.06,-0.13,0.0,-7.66,4.88,2.51,0.14,0.1,0.01
780,-3.32,1.48,8.85,0.09,0.04,0.01,-8.43,3.45,3.94,0.07,-0.14,0.02,-7.69,4.86,2.43,0.15,0.1,0.01
800,-3.33,1.43,8.85,0.11,0.02,0.01,-8.46,3.45,3.84,0.07,-0.14,0.02,-7.69,4.86,2.44,0.15,0.1,0.02
820,-3.3,1.47,8.82,0.1,0.04,0.01,-8.45,3.48,3.91,0.07,-0.13,0.02,-7.68,4.85,2.42,0.16,0.11,0.01
