timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-8.84,3.28,2.08,0.15,0.07,0.0,-8.31,4.8,1.71,0.12,-0.1,-0.03,-5.81,7.59,-0.13,0.21,0.12,-0.02
20,-8.79,3.36,2.24,0.13,0.05,0.02,-8.41,5.03,2.04,0.09,-0.12,0.03,-5.89,7.88,0.12,0.19,0.12,-0.01
40,-8.83,3.23,1.98,0.1,0.0,0.03,-8.32,4.65,1.6,0.07,-0.16,0.05,-5.83,7.36,-0.24,0.14,0.09,0.07
60,-8.85,3.06,1.92,0.11,0.02,0.01,-8.3,4.59,1.51,0.07,-0.14,0.02,-5.8,7.23,-0.24,0.16,0.1,0.01
80,-8.82,3.35,2.08,0.1,0.06,0.01,-8.3,4.83,1.82,0.08,-0.11,-0.01,-5.87,7.64,-0.1,0.18,0.12,0.0
100,-8.75,3.32,2.33,0.1,0.02,0.03,-8.54,4.92,2.08,0.05,-0.15,0.03,-6.05,7.89,0.16,0.14,0.09,0.05
120,-8.85,3.28,2.1,0.09,-0.04,0.05,-8.47,4.68,1.71,0.05,-0.21,0.07,-6.03,7.47,-0.04,0.12,0.05,0.11
140,-8.89,3.11,2.08,0.1,-0.02,0.03,-8.31,4.71,1.67,0.05,-0.18,0.0,-5.78,7.4,-0.23,0.13,0.06,0.04
160,-8.81,3.2,1.94,0.12,0.01,0.02,-8.19,4.75,1.66,0.07,-0.15,-0.02,-5.77,7.41,-0.13,0.14,0.09,0.02
180,-8.83,3.18,1.95,0.1,0.02,0.01,-8.35,4.88,1.66,0.05,-0.13,-0.05,-5.8,7.59,-0.16,0.14,0.1,0.02
200,-8.72,3.41,2.32,0.07,-0.03,0.02,-8.66,4.9,2.06,0.02,-0.2,-0.08,-6.12,7.74,0.16,0.08,0.04,0.16
220,-8.9,3.31,2.26,0.08,-0.08,0.02,-8.54,5.0,1.96,-0.0,-0.23,-0.14,-6.11,7.83,0.03,0.05,0.01,0.14
240,-8.86,3.26,2.26,0.06,-0.08,0.01,-8.63,4.93,2.02,-0.02,-0.25,-0.15,-6.15,7.72,0.01,0.03,-0.0,0.1
260,-8.83,3.18,1.94,0.1,-0.03,0.03,-8.11,4.76,1.54,0.0,-0.31,0.02,-6.15,7.39,-0.27,0.02,-0.04,0.27
280,-8.74,3.41,2.53,-0.06,0.2,-0.04,-10.28,5.43,2.24,-0.24,-0.79,0.28,-8.06,8.8,0.24,-0.34,-0.45,1.03
300,-8.59,3.9,2.07,-0.1,0.04,0.1,-12.58,6.77,2.73,-0.41,-1.91,-0.05,-9.14,10.76,0.29,-0.64,-1.28,0.75
320,-8.64,3.82,1.81,-0.15,-0.34,0.06,-11.66,5.61,1.38,-0.59,-2.81,-0.33,-9.93,8.69,-0.61,-1.16,-2.1,0.27
