timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-8.34,2.47,3.79,0.08,0.04,-0.01,-5.13,2.57,-7.58,0.08,-0.13,0.01,-5.54,2.61,-7.95,0.16,0.11,0.01
20,-8.35,2.52,3.82,0.11,0.02,0.0,-4.97,2.64,-7.5,0.07,-0.13,-0.0,-5.39,2.67,-7.87,0.15,0.1,0.0
40,-8.39,2.5,3.82,0.09,0.04,0.01,-5.04,2.52,-7.58,0.07,-0.12,-0.0,-5.49,2.59,-7.89,0.15,0.11,-0.0
60,-8.42,2.49,3.84,0.09,0.02,0.01,-5.03,2.45,-7.63,0.06,-0.15,0.02,-5.5,2.51,-7.91,0.14,0.1,0.03
80,-8.46,2.49,3.87,0.1,0.02,0.0,-5.11,2.43,-7.61,0.07,-0.14,0.01,-5.51,2.6,-7.96,0.16,0.1,0.0
100,-8.44,2.46,3.82,0.12,0.02,0.0,-5.09,2.57,-7.55,0.06,-0.14,0.01,-5.46,2.66,-8.01,0.14,0.09,0.02
120,-8.44,2.49,3.71,0.1,0.02,0.01,-4.88,2.48,-7.63,0.06,-0.14,0.01,-5.38,2.57,-8.06,0.14,0.1,0.01
140,-8.36,2.53,3.76,0.1,0.03,0.02,-4.96,2.57,-7.53,0.05,-0.15,0.05,-5.49,2.62,-7.92,0.14,0.09,0.05
160,-8.43,2.45,3.73,0.15,-0.0,0.02,-4.88,2.42,-7.62,0.06,-0.15,0.02,-5.24,2.39,-7.98,0.12,0.11,0.03
180,-8.43,2.37,3.76,0.07,0.05,0.01,-4.98,2.39,-7.67,0.06,-0.13,-0.0,-5.41,2.48,-7.96,0.13,0.11,0.0
200,-8.41,2.48,3.7,0.1,0.02,0.01,-4.78,2.39,-7.59,0.07,-0.14,0.02,-5.43,2.53,-7.99,0.15,0.09,0.02
220,-8.41,2.44,3.7,0.11,0.06,-0.0,-4.77,2.35,-7.63,0.08,-0.1,0.02,-5.29,2.4,-7.98,0.16,0.13,0.01
240,-8.38,2.39,3.72,0.12,0.03,0.01,-4.95,2.45,-7.64,0.06,-0.13,0.01,-5.41,2.49,-7.97,0.15,0.12,0.01
260,-8.36,2.43,3.68,0.07,0.07,-0.04,-4.8,2.37,-7.54,0.12,-0.09,-0.04,-5.3,2.52,-7.9,0.19,0.12,-0.05
280,-8.3,2.65,3.79,0.08,0.09,-0.01,-5.05,2.72,-7.53,0.09,-0.1,0.04,-5.54,2.9,-7.95,0.18,0.13,0.03
300,-8.41,2.49,3.9,0.18,0.03,-0.0,-5.08,2.53,-7.58,0.07,-0.1,0.02,-5.62,2.6,-7.96,0.16,0.14,0.01
320,-8.4,2.54,3.92,0.07,0.06,0.0,-5.24,2.52,-7.61,0.07,-0.12,0.01,-5.83,2.7,-7.89,0.15,0.12,0.01
340,-8.45,2.55,3.99,0.1,0.04,0.01,-5.15,2.61,-7.59,0.06,-0.13,0.02,-5.66,2.73,-7.98,0.15,0.11,0.02
360,-8.43,2.45,3.96,0.08,0.04,-0.0,-5.17,2.37,-7.6,0.07,-0.12,-0.0,-5.63,2.53,-7.88,0.16,0.11,-0.01
380,-8.36,2.54,3.98,0.1,0.02,-0.0,-5.23,2.53,-7.5,0.07,-0.14,0.01,-5.68,2.7,-7.91,0.15,0.09,0.01
400,-8.35,2.54,3.85,0.1,0.01,0.0,-4.93,2.6,-7.45,0.08,-0.15,-0.01,-5.38,2.72,-7.87,0.14,0.08,-0.0
420,-8.43,2.51,3.71,0.06,0.05,0.01,-4.76,2.48,-7.58,0.06,-0.1,-0.03,-5.26,2.49,-7.89,0.14,0.13,-0.04
440,-8.4,2.41,3.85,0.18,0.04,0.02,-5.23,2.38,-7.63,0.06,-0.12,0.08,-5.57,2.52,-7.9,0.15,0.13,0.08
460,-8.44,2.37,3.95,0.13,0.05,-0.01,-5.21,2.39,-7.58,0.08,-0.1,0.02,-5.51,2.43,-7.88,0.18,0.12,0.01
480,-8.33,2.59,3.91,0.09,0.04,-0.01,-5.22,2.65,-7.52,0.08,-0.12,0.02,-5.64,2.78,-7.83,0.16,0.1,0.02
500,-8.37,2.61,3.91,0.13,0.01,0.01,-4.98,2.65,-7.51,0.07,-0.15,0.05,-5.36,2.74,-7.91,0.14,0.1,0.05
520,-8.35,2.54,3.88,0.12,0.02,0.01,-5.1,2.65,-7.57,0.06,-0.13,0.01,-5.41,2.75,-7.92,0.14,0.11,0.01
540,-8.34,2.56,3.88,0.1,0.03,0.02,-4.84,2.53,-7.46,0.04,-0.14,0.03,-5.33,2.63,-7.85,0.13,0.11,0.04
560,-8.34,2.42,3.79,0.12,0.03,0.02,-4.88,2.47,-7.5,0.05,-0.12,0.01,-5.34,2.48,-7.89,0.14,0.12,0.0
580,-8.36,2.49,3.79,0.03,0.07,0.0,-4.88,2.37,-7.53,0.07,-0.09,-0.03,-5.45,2.44,-7.89,0.16,0.14,-0.04
600,-8.33,2.59,3.85,0.07,0.08,0.02,-5.04,2.57,-7.47,0.05,-0.1,0.03,-5.44,2.7,-7.87,0.14,0.14,0.03
620,-8.41,2.33,3.85,0.09,0.05,0.01,-5.17,2.43,-7.62,0.07,-0.11,-0.04,-5.65,2.49,-7.93,0.14,0.12,-0.05
640,-8.37,2.64,3.86,0.02,0.09,0.01,-4.87,2.66,-7.54,0.06,-0.09,0.01,-5.53,2.77,-7.89,0.16,0.14,0.0
