timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-8.11,2.57,4.47,0.09,0.05,-0.01,-3.27,2.36,9.73,0.06,-0.11,-0.01,-0.3,3.74,8.93,0.14,0.12,0.01
20,-8.1,2.66,4.45,0.14,0.01,0.04,-3.35,2.1,9.44,0.13,-0.17,0.02,-0.44,3.52,8.84,0.2,0.05,0.01
40,-8.21,2.49,4.36,0.15,-0.01,0.05,-3.42,2.08,9.61,0.13,-0.18,0.04,-0.54,3.53,8.88,0.19,0.04,0.02
60,-8.32,2.24,4.39,0.06,0.02,-0.01,-3.45,1.98,9.57,0.03,-0.13,0.03,-0.59,3.39,8.92,0.12,0.11,0.04
80,-8.23,2.48,4.38,0.03,0.04,-0.02,-3.42,1.89,9.4,0.02,-0.14,-0.0,-0.64,3.3,8.81,0.12,0.13,-0.01
100,-8.09,2.55,4.32,0.13,0.03,0.01,-3.39,2.12,9.28,0.1,-0.13,-0.03,-0.55,3.5,8.72,0.17,0.11,-0.03
120,-8.1,2.53,4.48,0.1,0.04,0.0,-3.35,2.19,9.72,0.07,-0.14,0.02,-0.39,3.63,8.95,0.15,0.09,0.01
140,-8.14,2.54,4.41,0.08,0.03,-0.01,-3.32,2.27,9.71,0.05,-0.15,0.03,-0.44,3.66,9.09,0.13,0.08,0.02
160,-8.22,2.64,4.42,0.1,0.01,0.01,-3.49,2.1,9.57,0.08,-0.15,0.0,-0.52,3.57,8.94,0.16,0.08,0.01
180,-8.22,2.46,4.22,0.13,0.01,0.02,-3.54,2.11,9.41,0.08,-0.15,-0.0,-0.65,3.58,8.68,0.16,0.1,-0.0
200,-8.21,2.64,4.55,0.17,0.0,0.03,-3.27,2.23,9.69,0.14,-0.15,-0.02,-0.31,3.59,8.94,0.21,0.07,-0.02
220,-8.26,2.55,4.53,0.18,-0.01,0.03,-3.26,2.23,9.58,0.13,-0.14,-0.03,-0.32,3.62,8.94,0.2,0.09,-0.02
240,-8.22,2.39,4.37,0.09,0.02,0.01,-3.35,2.26,9.66,0.05,-0.13,0.02,-0.5,3.69,8.92,0.14,0.12,0.04
260,-8.1,2.52,4.19,0.04,0.06,-0.01,-3.56,1.96,9.24,0.04,-0.12,0.03,-0.72,3.3,8.72,0.13,0.12,0.02
280,-8.13,2.68,4.33,0.16,0.03,0.03,-3.54,2.06,9.34,0.14,-0.14,-0.0,-0.6,3.45,8.84,0.22,0.07,-0.02
300,-8.21,2.46,4.48,0.19,0.02,0.03,-3.28,2.33,9.71,0.13,-0.13,0.01,-0.33,3.81,8.9,0.2,0.08,-0.0
320,-8.21,2.58,4.51,-0.01,0.03,0.0,-3.38,2.09,9.64,0.02,-0.15,0.08,-0.43,3.48,9.01,0.11,0.08,0.08
340,-8.17,2.62,4.46,0.07,0.01,0.02,-3.51,1.95,9.42,0.08,-0.18,0.02,-0.56,3.32,8.96,0.16,0.06,0.04
360,-8.23,2.29,4.28,0.13,-0.0,0.02,-3.31,2.15,9.41,0.08,-0.14,-0.01,-0.51,3.5,8.68,0.17,0.11,0.0
380,-8.19,2.35,4.22,0.04,0.07,-0.01,-3.39,2.08,9.35,0.02,-0.09,0.01,-0.56,3.49,8.69,0.12,0.17,0.02
400,-8.12,2.51,4.34,0.05,0.06,-0.02,-3.44,2.0,9.54,0.02,-0.1,0.03,-0.52,3.45,8.86,0.11,0.13,0.02
420,-8.23,2.49,4.38,0.15,0.01,0.03,-3.38,2.21,9.73,0.11,-0.14,-0.02,-0.41,3.67,9.05,0.19,0.09,-0.0
440,-8.15,2.44,4.26,0.02,0.06,-0.01,-3.53,1.87,9.38,0.03,-0.13,0.05,-0.69,3.33,8.8,0.11,0.12,0.04
460,-8.21,2.55,4.36,0.17,0.01,0.03,-3.34,2.13,9.42,0.15,-0.14,-0.02,-0.36,3.45,8.74,0.22,0.09,-0.03
480,-8.26,2.45,4.37,0.17,0.03,0.02,-3.34,2.38,9.75,0.09,-0.11,-0.01,-0.45,3.81,8.98,0.17,0.13,-0.01
500,-8.27,2.42,4.37,0.05,0.06,-0.01,-3.4,2.2,9.74,0.01,-0.09,0.0,-0.57,3.61,8.99,0.12,0.18,0.02
520,-8.15,2.6,4.39,0.1,0.02,0.01,-3.52,1.92,9.4,0.09,-0.17,0.01,-0.69,3.32,8.86,0.16,0.06,-0.01
540,-8.18,2.57,4.38,0.14,0.01,0.02,-3.39,1.97,9.4,0.11,-0.17,-0.0,-0.54,3.32,8.81,0.18,0.06,-0.01
