timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-0.02,9.76,-1.48,0.07,-0.0,0.06,2.89,9.32,1.72,0.01,-0.15,0.04,4.47,8.59,-1.26,0.11,0.1,0.03
20,-0.1,9.8,-1.44,0.09,-0.0,0.05,2.84,9.44,1.64,0.03,-0.13,0.03,4.67,8.85,-1.35,0.11,0.12,0.05
40,-0.04,9.8,-1.41,0.08,-0.01,0.05,2.7,9.43,1.72,0.02,-0.14,0.06,4.39,8.67,-1.27,0.12,0.11,0.05
60,0.03,9.82,-1.41,0.12,-0.03,0.05,2.87,9.42,1.72,0.04,-0.17,0.09,4.38,8.73,-1.26,0.12,0.08,0.11
80,-0.12,9.75,-1.49,0.16,-0.06,0.06,2.72,9.6,1.7,0.02,-0.18,0.09,4.64,8.94,-1.29,0.11,0.07,0.1
100,-0.06,9.8,-1.49,0.13,-0.03,0.06,2.96,9.41,1.61,0.01,-0.17,0.07,4.66,8.72,-1.32,0.1,0.1,0.08
120,-0.1,9.78,-1.49,0.13,0.01,0.05,2.66,9.39,1.55,0.02,-0.17,0.05,4.38,8.7,-1.39,0.11,0.09,0.05
140,-0.2,9.81,-1.45,0.15,-0.01,0.05,2.78,9.41,1.53,0.03,-0.17,0.06,4.48,8.79,-1.44,0.11,0.08,0.08
160,-0.27,9.7,-1.52,0.16,-0.0,0.05,2.8,9.34,1.39,0.03,-0.16,0.05,4.5,8.66,-1.52,0.1,0.09,0.06
180,-0.28,9.68,-1.59,0.15,0.03,0.05,2.85,9.42,1.48,0.02,-0.15,0.03,4.69,8.6,-1.45,0.1,0.11,0.05
200,-0.12,9.7,-1.58,0.15,0.08,0.05,2.72,9.5,1.55,0.02,-0.13,0.05,4.5,8.71,-1.37,0.12,0.13,0.03
220,-0.16,9.79,-1.53,0.14,0.06,0.06,2.94,9.41,1.63,0.01,-0.15,0.03,4.53,8.73,-1.36,0.08,0.11,0.04
240,-0.17,9.72,-1.49,0.13,0.03,0.05,2.92,9.34,1.51,0.02,-0.16,0.05,4.52,8.55,-1.5,0.11,0.11,0.04
260,-0.24,9.63,-1.47,0.07,0.02,0.03,2.9,9.31,1.48,0.05,-0.1,0.02,4.57,8.53,-1.47,0.13,0.14,0.02
280,-0.21,9.69,-1.41,0.03,0.02,0.01,2.7,9.25,1.5,0.07,-0.1,0.01,4.3,8.56,-1.38,0.15,0.13,-0.0
300,-0.11,9.71,-1.33,0.01,0.0,0.0,2.38,9.4,1.63,0.06,-0.13,0.0,4.3,8.76,-1.3,0.15,0.11,0.01
320,-0.17,9.65,-1.41,0.02,-0.03,0.02,2.76,9.48,1.56,0.05,-0.15,-0.01,4.48,8.8,-1.31,0.12,0.09,-0.01
340,-0.22,9.58,-1.56,0.03,-0.03,0.0,2.82,9.15,1.44,0.06,-0.15,-0.02,4.46,8.41,-1.51,0.13,0.07,-0.01
360,-0.36,9.55,-1.62,0.07,-0.03,-0.01,3.0,9.14,1.36,0.08,-0.15,-0.01,4.55,8.33,-1.63,0.15,0.08,0.01
380,-0.28,9.78,-1.57,0.13,-0.02,-0.03,2.92,9.23,1.36,0.11,-0.18,0.1,4.46,8.64,-1.62,0.19,0.04,0.11
400,-0.25,9.88,-1.54,0.17,-0.02,-0.03,2.87,9.34,1.44,0.12,-0.2,0.12,4.45,8.79,-1.52,0.2,0.04,0.13
420,-0.16,9.76,-1.53,0.23,0.0,0.04,2.85,9.8,1.8,0.05,-0.17,0.08,4.95,8.98,-1.38,0.13,0.09,0.09
440,-0.27,9.79,-1.41,0.12,0.1,0.03,2.87,9.43,1.55,0.04,-0.09,-0.02,4.67,8.83,-1.41,0.13,0.16,-0.02
460,-0.23,9.86,-1.36,0.07,0.12,0.03,2.48,9.54,1.56,0.05,-0.08,-0.03,4.15,8.88,-1.45,0.13,0.16,-0.03
480,-0.16,9.92,-1.3,0.1,0.01,0.04,2.44,9.53,1.59,0.03,-0.15,0.06,4.13,8.99,-1.37,0.12,0.1,0.07
500,-0.25,9.74,-1.28,0.1,-0.03,0.03,2.62,9.47,1.53,0.03,-0.14,0.06,4.44,8.85,-1.52,0.12,0.1,0.05
520,-0.33,9.69,-1.35,0.02,0.01,0.03,2.64,9.41,1.47,0.04,-0.11,-0.01,4.48,8.73,-1.5,0.11,0.13,-0.03
540,-0.26,9.7,-1.26,-0.04,0.05,0.02,2.5,9.45,1.5,0.05,-0.07,-0.06,4.19,8.85,-1.41,0.12,0.14,-0.08
560,-0.28,9.68,-1.31,0.01,-0.01,0.04,2.57,9.26,1.43,0.03,-0.11,-0.02,4.08,8.63,-1.46,0.11,0.12,-0.01
580,-0.2,9.67,-1.5,0.06,-0.0,-0.01,2.74,9.23,1.56,0.1,-0.12,0.01,4.47,8.47,-1.38,0.17,0.1,0.0
600,-0.1,9.78,-1.49,0.04,0.04,-0.02,2.77,9.6,1.7,0.11,-0.1,-0.03,4.6,9.04,-1.43,0.16,0.09,-0.04
620,-0.14,9.88,-1.47,0.05,0.06,0.02,2.59,9.78,1.66,0.04,-0.13,-0.01,4.58,8.93,-1.37,0.11,0.13,-0.02
640,-0.21,9.77,-1.53,0.13,0.05,0.02,2.67,9.5,1.5,0.04,-0.13,0.02,4.4,8.76,-1.58,0.13,0.12,0.03
660,-0.25,9.7,-1.49,0.13,0.05,0.03,2.59,9.32,1.45,0.04,-0.15,0.0,4.31,8.68,-1.42,0.12,0.11,0.02
680,-0.19,9.76,-1.52,0.12,0.04,0.01,2.83,9.31,1.51,0.06,-0.14,-0.01,4.46,8.69,-1.49,0.14,0.09,-0.01
700,-0.17,9.88,-1.54,0.16,0.03,0.01,2.94,9.54,1.55,0.05,-0.16,0.06,4.56,8.75,-1.47,0.15,0.09,0.06
720,-0.18,9.82,-1.55,0.18,0.03,0.01,3.08,9.41,1.58,0.04,-0.16,0.08,4.72,8.69,-1.49,0.15,0.1,0.11
740,-0.28,9.65,-1.52,0.2,0.06,0.01,2.59,9.42,1.45,0.03,-0.15,0.11,4.27,8.75,-1.53,0.15,0.11,0.15
760,-0.22,9.7,-1.25,0.15,0.05,-0.01,2.66,9.22,1.43,0.05,-0.17,0.1,4.12,8.75,-1.44,0.17,0.07,0.14
780,-0.19,9.81,-1.29,0.14,0.03,-0.01,2.52,9.48,1.6,0.07,-0.2,0.1,4.27,8.72,-1.35,0.16,0.04,0.16
800,-0.15,9.79,-1.27,0.17,0.01,-0.01,2.55,9.46,1.57,0.08,-0.19,0.09,4.32,8.9,-1.3,0.17,0.04,0.13
820,-0.2,9.85,-1.16,0.1,-0.01,-0.02,2.43,9.43,1.56,0.09,-0.18,0.05,4.11,8.79,-1.32,0.18,0.03,0.08
840,-0.02,9.78,-1.04,0.13,-0.09,-0.01,1.79,9.62,1.78,0.1,-0.25,0.12,3.71,9.0,-1.09,0.17,-0.01,0.11
860,0.04,9.79,-1.0,0.14,-0.14,0.0,2.05,9.53,1.77,0.07,-0.33,0.12,3.56,9.1,-1.07,0.14,-0.08,0.15
880,0.09,9.93,-1.01,0.18,-0.24,0.01,1.68,9.87,1.85,0.05,-0.45,0.13,3.66,9.18,-1.02,0.12,-0.19,0.18
900,0.06,10.04,-0.84,0.31,-0.37,0.08,1.77,10.07,2.03,0.02,-0.53,0.26,3.49,9.68,-1.01,0.07,-0.26,0.31
920,0.08,9.85,-0.75,0.35,-0.49,0.16,0.32,10.69,1.99,-0.16,-0.8,0.25,1.58,10.75,-1.11,-0.13,-0.5,0.32
940,-0.17,10.06,-0.51,0.33,-0.78,0.32,0.01,10.67,1.69,-0.42,-1.27,0.31,1.49,10.52,-1.2,-0.44,-0.93,0.56
960,-0.85,10.21,-0.56,0.66,-1.25,0.46,-0.98,12.16,1.34,-0.82,-1.95,0.3,-2.36,12.98,-2.04,-0.93,-1.73,0.83
980,-1.22,9.59,-0.64,0.64,-1.53,0.71,-3.28,14.13,1.62,-1.67,-3.12,0.43,-1.91,13.66,-1.46,-1.81,-2.91,1.17
1000,-1.89,10.79,-0.83,1.3,-1.77,0.91,-2.78,14.18,2.47,-3.14,-4.36,0.57,-2.89,14.41,-0.26,-2.99,-4.36,1.88
1020,-3.28,10.95,-0.51,1.62,-2.03,1.11,0.89,11.66,2.44,-3.52,-4.36,0.81,3.59,13.06,-0.01,-3.43,-4.36,1.77
1040,-2.7,10.38,-3.06,1.47,-1.44,0.78,10.45,5.23,-1.05,-1.62,-2.31,0.65,12.91,0.14,-1.9,-2.13,-1.84,1.59
1060,-2.38,11.04,-4.81,0.81,0.66,0.01,19.61,4.48,0.74,-0.4,-0.3,0.57,19.61,-0.68,-1.77,-0.08,-0.04,0.7
1080,-0.99,11.23,-4.98,0.85,3.01,-0.52,19.61,-0.24,4.96,1.31,3.64,0.42,19.61,-1.9,3.18,1.64,3.8,0.02
1100,3.4,8.92,-6.49,1.49,4.36,-2.61,19.61,-2.05,19.61,4.36,4.36,-0.05,19.61,-5.9,19.61,4.36,4.36,-1.2
1120,7.69,6.44,-7.36,2.64,4.36,-3.18,9.93,1.08,19.61,4.36,4.36,0.39,9.1,2.49,19.61,4.36,4.36,-1.53
1140,9.57,8.26,-0.72,2.63,4.36,-1.14,-5.43,12.96,19.61,4.36,4.36,0.49,-2.5,19.61,19.61,4.36,4.36,-1.65
1160,6.91,9.37,4.29,2.7,4.36,-0.74,-5.95,14.79,19.61,4.36,4.36,1.26,-4.01,19.61,19.61,4.36,4.36,-1.06
1180,6.71,10.92,6.43,2.42,4.36,-0.23,-14.31,12.86,16.42,4.25,4.36,2.71,-17.64,19.61,14.76,4.36,4.36,0.62
1200,7.48,5.33,7.13,1.41,2.28,1.04,-19.61,17.83,10.39,0.89,2.57,1.53,-18.73,18.61,6.42,0.72,3.25,0.73
1220,6.68,6.2,6.59,0.8,-0.33,1.38,-9.88,13.42,8.45,-1.09,-0.04,0.83,-11.91,14.19,5.32,-0.77,0.39,0.96
1240,3.67,7.27,4.69,-1.95,-1.32,1.47,-3.32,7.94,6.37,-1.26,-0.58,-0.41,1.5,8.64,4.26,-1.21,-0.44,-0.3
1260,1.5,7.44,2.12,-4.11,-1.94,1.29,-3.16,8.88,4.59,-1.31,-0.79,-1.0,-0.96,9.9,2.51,-1.19,-0.27,-0.93
1280,1.69,8.51,2.09,-3.31,-2.41,1.01,-1.87,9.16,3.42,-1.2,-1.32,-1.38,-0.97,9.35,1.51,-1.22,-0.96,-1.3
1300,0.97,9.69,-0.37,-2.42,-1.84,0.5,-0.09,9.75,3.21,-1.29,-1.97,-1.36,1.24,10.64,0.61,-1.5,-1.37,-1.19
1320,0.81,10.28,-0.78,-1.49,-1.44,0.52,1.79,9.34,3.21,-1.35,-2.1,-1.06,2.73,8.72,1.08,-1.53,-1.63,-0.96
1340,0.85,9.83,-0.68,-0.06,-1.47,1.21,1.87,8.63,2.84,-1.27,-2.09,-0.69,2.93,9.41,0.66,-1.49,-1.76,-0.44
1360,1.89,9.65,-0.86,0.92,-1.28,1.0,0.2,9.18,2.6,-1.11,-2.45,-0.49,1.18,9.0,0.79,-1.62,-2.31,-0.02
1380,0.89,9.48,-0.26,1.01,-1.6,0.8,0.13,9.47,2.83,-1.22,-2.98,-0.35,1.71,9.1,0.67,-1.51,-2.77,-0.07
1400,0.15,9.45,-0.54,0.7,-1.88,0.49,1.36,8.89,2.88,-1.17,-3.22,-0.37,3.02,9.05,0.65,-1.53,-2.78,0.03
1420,0.2,9.37,-0.58,0.66,-2.18,0.46,1.88,8.93,2.86,-1.09,-3.16,-0.57,4.12,8.44,0.52,-1.51,-2.7,-0.07
1440,0.14,9.46,-1.11,0.47,-3.27,0.45,2.95,8.7,2.71,-1.09,-3.11,-0.62,4.41,7.69,0.26,-1.31,-2.66,-0.22
1460,-0.01,10.06,-1.36,0.16,-3.57,0.39,4.85,7.84,2.31,-0.88,-2.87,-0.33,5.41,8.11,-0.02,-1.12,-2.52,0.05
1480,-0.32,9.57,-1.17,-0.5,-3.01,0.47,3.43,9.33,1.98,-0.81,-1.93,-0.49,5.88,8.52,-0.64,-1.11,-1.61,-0.12
1500,0.06,10.05,-1.17,-0.85,-2.52,0.44,2.44,9.3,1.8,-0.74,-1.88,-0.46,3.88,8.95,-0.74,-0.95,-1.53,-0.21
1520,-0.34,9.89,-1.18,-0.31,-2.4,0.4,4.19,8.55,1.39,-0.58,-1.82,-0.18,5.59,7.73,-1.01,-0.78,-1.56,0.15
1540,-0.58,9.79,-1.33,-0.01,-2.28,0.36,4.44,8.63,1.23,-0.46,-1.63,-0.05,6.28,7.63,-1.31,-0.64,-1.36,0.19
1560,-0.52,9.37,-1.72,-0.03,-1.67,0.22,4.05,8.91,1.12,-0.35,-1.24,-0.16,6.22,7.76,-1.5,-0.48,-0.96,0.03
1580,-0.5,9.62,-1.68,-0.25,-0.79,0.15,3.8,9.04,1.1,-0.23,-0.88,-0.27,5.84,7.7,-1.53,-0.28,-0.58,-0.18
1600,-0.39,9.79,-1.75,0.05,-0.38,0.12,4.0,8.95,1.08,-0.14,-0.63,-0.16,5.22,8.1,-1.56,-0.15,-0.36,-0.03
