timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-2.38,9.4,-1.54,0.14,0.0,-0.0,2.45,8.97,-2.68,0.07,-0.15,0.05,5.31,7.45,-4.19,0.17,0.1,0.04
20,-2.41,9.31,-1.42,0.11,0.02,-0.01,2.44,8.95,-2.7,0.08,-0.14,0.05,5.06,7.48,-4.16,0.16,0.09,0.05
40,-2.54,9.32,-1.4,0.14,0.01,-0.02,2.28,8.91,-2.85,0.09,-0.17,0.05,4.95,7.5,-4.33,0.17,0.06,0.05
60,-2.64,9.28,-1.62,0.13,0.01,-0.02,2.3,8.87,-3.01,0.1,-0.19,0.03,5.2,7.38,-4.42,0.15,0.05,0.04
80,-2.7,9.37,-1.68,0.11,0.05,-0.05,2.6,8.8,-3.08,0.12,-0.16,0.02,5.38,7.22,-4.56,0.2,0.06,0.01
100,-2.63,9.49,-1.66,0.14,0.05,-0.06,2.56,9.03,-2.95,0.14,-0.16,0.02,5.27,7.47,-4.51,0.21,0.06,0.02
120,-2.62,9.56,-1.64,0.16,0.05,-0.05,2.59,9.26,-2.92,0.13,-0.16,0.02,5.44,7.74,-4.46,0.21,0.07,0.02
140,-2.55,9.59,-1.53,0.14,0.03,-0.03,2.49,9.32,-2.89,0.11,-0.15,0.02,5.3,7.71,-4.36,0.19,0.09,0.02
160,-2.56,9.56,-1.48,0.14,0.02,-0.03,2.49,9.39,-2.78,0.09,-0.15,0.02,5.43,7.74,-4.37,0.17,0.09,0.02
180,-2.52,9.6,-1.54,0.1,0.01,-0.01,2.55,9.21,-2.87,0.08,-0.16,0.01,5.33,7.56,-4.35,0.16,0.09,0.01
200,-2.55,9.55,-1.56,0.09,0.01,0.0,2.66,9.2,-2.84,0.06,-0.14,0.02,5.47,7.64,-4.39,0.14,0.11,0.02
220,-2.49,9.44,-1.56,0.09,0.04,0.01,2.46,8.95,-2.83,0.07,-0.12,0.02,5.21,7.37,-4.34,0.15,0.12,0.01
240,-2.49,9.38,-1.58,0.07,0.04,-0.01,2.58,9.05,-2.78,0.08,-0.13,0.0,5.4,7.47,-4.32,0.17,0.11,-0.01
260,-2.43,9.41,-1.49,0.08,0.06,-0.01,2.57,8.96,-2.83,0.09,-0.09,0.01,5.3,7.42,-4.35,0.17,0.12,0.01
280,-2.49,9.34,-1.49,0.09,0.06,-0.01,2.43,8.97,-2.7,0.09,-0.1,0.01,5.21,7.46,-4.26,0.18,0.12,0.0
300,-2.43,9.32,-1.48,0.09,0.05,0.0,2.45,8.92,-2.78,0.08,-0.12,0.01,5.12,7.46,-4.25,0.15,0.11,0.01
320,-2.46,9.36,-1.47,0.09,0.03,-0.01,2.31,8.88,-2.73,0.08,-0.14,0.02,5.09,7.41,-4.24,0.16,0.1,0.01
340,-2.41,9.36,-1.47,0.09,0.02,-0.02,2.42,8.94,-2.81,0.09,-0.14,0.0,5.18,7.39,-4.26,0.18,0.1,-0.01
360,-2.39,9.51,-1.55,0.09,0.04,-0.03,2.6,9.07,-2.7,0.1,-0.12,-0.01,5.45,7.52,-4.2,0.19,0.1,-0.01
380,-2.36,9.47,-1.51,0.12,0.06,-0.01,2.55,9.14,-2.69,0.09,-0.09,0.02,5.37,7.62,-4.21,0.18,0.14,0.02
400,-2.42,9.42,-1.36,0.1,0.06,-0.01,2.21,9.03,-2.77,0.09,-0.12,0.02,4.99,7.57,-4.23,0.17,0.1,0.02
420,-2.43,9.44,-1.46,0.09,0.04,-0.03,2.3,9.07,-2.75,0.1,-0.15,0.0,5.1,7.51,-4.28,0.18,0.09,-0.0
440,-2.43,9.51,-1.45,0.08,0.03,-0.02,2.46,9.19,-2.73,0.11,-0.14,-0.0,5.28,7.63,-4.3,0.18,0.09,-0.0
460,-2.39,9.54,-1.4,0.1,0.03,-0.01,2.38,9.23,-2.64,0.08,-0.14,0.02,5.2,7.75,-4.23,0.16,0.1,0.03
