timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-0.57,9.86,0.1,0.08,0.03,0.0,0.35,9.98,1.04,0.06,-0.14,0.0,3.69,9.25,-1.73,0.15,0.11,0.0
20,-0.61,9.84,0.19,0.09,0.03,0.0,0.11,9.91,1.02,0.08,-0.12,0.0,3.39,9.17,-1.7,0.16,0.11,-0.0
40,-0.59,9.86,0.25,0.12,0.03,0.01,0.27,9.84,1.0,0.07,-0.13,0.03,3.55,9.16,-1.71,0.15,0.12,0.04
60,-0.58,9.8,0.15,0.09,0.04,0.01,0.23,10.0,1.12,0.05,-0.13,0.01,3.73,9.33,-1.72,0.14,0.11,0.01
80,-0.6,9.84,0.21,0.08,0.06,0.02,0.25,9.82,1.02,0.05,-0.12,0.01,3.5,9.04,-1.68,0.14,0.13,0.0
100,-0.65,9.65,0.29,0.11,0.02,0.0,0.04,9.77,1.01,0.07,-0.13,0.02,3.32,9.04,-1.72,0.16,0.1,0.01
120,-0.65,9.69,0.24,0.09,0.03,-0.0,0.08,9.71,1.01,0.08,-0.14,0.01,3.4,9.06,-1.73,0.15,0.1,0.02
140,-0.51,9.87,0.12,0.1,0.03,-0.0,0.31,9.93,1.07,0.08,-0.13,0.0,3.64,9.19,-1.66,0.17,0.1,0.0
160,-0.59,9.82,0.21,0.08,0.05,0.0,0.28,9.86,1.01,0.07,-0.12,0.01,3.49,9.12,-1.64,0.15,0.12,0.01
180,-0.6,9.8,0.24,0.1,0.03,-0.01,0.12,9.81,1.01,0.08,-0.15,0.01,3.44,9.1,-1.7,0.16,0.08,0.01
200,-0.55,9.83,0.19,0.11,0.03,-0.0,0.29,9.93,1.13,0.08,-0.15,0.02,3.6,9.22,-1.7,0.15,0.09,0.02
220,-0.65,9.77,0.25,0.07,0.05,0.0,0.06,9.81,0.94,0.06,-0.12,-0.01,3.29,9.11,-1.67,0.15,0.12,-0.02
240,-0.64,9.82,0.29,0.11,0.01,-0.0,0.04,9.82,1.01,0.08,-0.17,0.03,3.29,9.09,-1.64,0.16,0.06,0.03
260,-0.64,9.78,0.18,0.13,0.0,-0.0,0.27,9.9,1.01,0.07,-0.16,0.02,3.58,9.13,-1.68,0.15,0.07,0.02
280,-0.63,9.76,0.29,0.05,0.03,-0.01,0.01,9.9,1.05,0.06,-0.17,-0.01,3.28,9.15,-1.6,0.14,0.07,-0.01
300,-0.63,9.74,0.35,0.11,-0.01,-0.01,-0.14,9.76,0.98,0.08,-0.2,0.02,3.1,9.04,-1.69,0.13,0.04,0.06
320,-0.7,9.68,0.36,0.11,-0.02,-0.03,-0.34,9.84,1.07,0.08,-0.23,-0.03,2.96,9.36,-1.73,0.12,-0.01,0.01
340,-0.77,9.88,0.79,0.13,-0.07,-0.02,-0.31,9.86,1.06,0.1,-0.33,0.03,2.83,9.32,-1.58,0.11,-0.11,0.08
360,-1.54,10.12,2.92,0.04,-0.33,-0.11,-3.64,10.41,1.01,0.11,-0.79,0.2,-0.22,11.11,-1.17,-0.05,-0.56,0.38
380,-1.59,10.14,3.03,-0.02,-0.35,-0.13,-4.1,10.41,0.97,0.12,-0.87,0.18,-0.37,10.92,-1.14,-0.07,-0.64,0.32
400,-1.52,10.32,3.28,-0.26,-0.3,-0.09,-5.09,10.99,1.22,0.11,-1.19,0.06,-0.08,12.16,-1.09,-0.16,-0.89,0.2
420,-0.96,10.36,2.58,-0.36,-0.15,0.03,-4.76,10.12,1.28,0.01,-1.7,0.11,-1.13,11.17,-0.68,-0.36,-1.26,0.32
440,-0.05,10.83,2.77,-0.07,-0.83,-0.06,-3.97,10.65,2.49,0.2,-2.18,-0.02,-0.83,11.22,0.34,-0.43,-1.94,0.34
460,0.51,10.58,2.81,0.19,-1.69,0.13,-5.11,11.76,3.42,-0.32,-3.06,0.08,0.06,13.15,0.77,-0.94,-2.5,0.5
480,0.52,10.74,3.14,0.03,-2.0,0.03,-3.7,8.75,2.97,-0.18,-3.32,0.1,0.67,9.9,1.58,-1.07,-2.72,0.79
500,0.94,9.86,3.23,0.15,-2.08,-0.02,-3.62,8.53,3.13,0.05,-3.2,-0.04,0.43,9.05,2.06,-0.85,-2.78,0.57
520,2.45,9.47,2.82,-0.02,-2.48,-0.09,-7.71,10.68,4.65,0.18,-3.71,-0.58,-2.92,12.6,2.98,-0.98,-3.47,0.21
540,2.78,10.14,1.49,-0.04,-3.86,0.19,-1.08,9.27,6.81,0.02,-4.36,-0.58,4.19,10.29,4.46,-1.43,-4.15,0.27
560,2.72,9.39,0.43,0.25,-4.33,0.32,0.23,9.9,6.76,0.02,-4.24,-0.66,5.17,9.52,4.01,-1.35,-3.81,0.2
580,3.54,10.18,-0.43,-0.73,-3.02,0.13,0.23,9.28,6.79,-0.13,-4.09,-1.04,4.4,8.94,3.98,-1.41,-3.54,-0.37
600,3.39,10.37,-1.32,0.06,-3.4,0.37,1.7,10.04,6.92,-0.26,-4.26,-0.5,5.79,9.67,4.1,-1.53,-3.76,0.31
620,2.41,9.8,-2.39,0.88,-3.71,0.62,3.79,9.84,5.74,-0.52,-3.85,-0.14,8.42,8.56,2.29,-1.65,-3.18,0.76
640,2.08,9.64,-1.81,0.85,-3.41,0.59,2.97,8.95,4.85,-0.54,-3.54,0.0,6.88,7.51,1.96,-1.51,-2.79,0.83
660,1.72,8.64,-1.74,1.19,-3.46,0.4,2.26,8.55,4.18,-0.4,-3.14,-0.22,6.09,7.62,1.24,-1.3,-2.54,0.67
680,-1.73,9.55,-3.16,-0.32,-0.56,0.13,4.8,9.2,-0.0,-0.12,-0.53,0.01,7.46,6.57,-3.34,-0.14,-0.22,0.11
700,-1.91,9.48,-3.11,-0.37,-0.55,0.11,4.53,8.77,-0.35,-0.04,-0.41,-0.06,7.11,6.19,-3.42,-0.01,-0.14,-0.02
720,-1.76,9.52,-2.76,-0.62,-0.69,0.05,3.78,9.24,-0.11,0.05,-0.29,-0.2,6.48,7.25,-3.38,0.13,-0.07,-0.22
740,-1.41,9.67,-2.85,-0.54,-0.77,0.06,3.67,9.57,0.12,0.07,-0.23,-0.2,6.4,7.65,-3.22,0.09,-0.02,-0.15
760,-1.36,9.63,-2.97,-0.27,-0.55,0.12,4.04,9.47,0.08,-0.03,-0.27,-0.07,6.82,7.27,-3.11,0.03,-0.01,-0.01
780,-1.26,9.54,-3.01,-0.14,-0.15,0.02,3.99,9.12,0.13,0.05,-0.12,-0.1,6.53,6.94,-3.02,0.14,0.09,-0.1
800,-1.13,9.47,-2.98,-0.01,0.09,0.01,3.37,9.41,0.21,0.07,-0.14,-0.08,6.17,7.66,-2.89,0.11,0.09,-0.06
820,-1.29,9.42,-2.98,0.19,0.17,0.02,3.38,9.27,0.06,0.06,-0.1,-0.06,6.42,7.2,-3.06,0.1,0.12,-0.02
840,-1.25,9.49,-2.45,0.29,0.22,-0.04,3.0,9.43,0.15,0.11,-0.06,-0.1,6.0,7.55,-2.96,0.19,0.13,-0.11
860,-1.25,9.46,-2.23,0.15,0.02,0.05,3.15,9.22,0.14,0.01,-0.2,-0.05,5.74,7.24,-2.91,0.08,0.08,-0.04
880,-1.29,9.52,-2.2,0.02,-0.04,0.0,3.12,9.12,0.01,0.07,-0.18,-0.05,5.78,7.36,-2.97,0.15,0.06,-0.06
