timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-0.32,9.84,1.2,0.11,0.05,0.01,-0.48,10.06,1.9,0.07,-0.15,0.03,1.65,9.93,-0.95,0.15,0.08,0.03
20,-0.45,9.68,1.15,0.12,0.04,0.02,-0.44,9.61,1.63,0.07,-0.15,0.03,1.45,9.44,-1.07,0.15,0.1,0.03
40,-0.44,9.65,1.05,0.12,0.06,0.01,-0.44,9.64,1.64,0.07,-0.14,0.03,1.54,9.57,-1.07,0.16,0.1,0.04
60,-0.35,9.7,1.18,0.11,0.07,0.0,-0.41,9.76,1.75,0.09,-0.13,0.02,1.55,9.57,-1.04,0.16,0.1,0.03
80,-0.26,9.74,1.18,0.09,0.04,0.01,-0.5,9.77,1.9,0.06,-0.13,0.02,1.5,9.68,-0.93,0.14,0.12,0.02
100,-0.3,9.81,1.2,0.09,0.02,0.02,-0.48,9.83,1.84,0.06,-0.13,0.01,1.52,9.73,-0.94,0.15,0.11,0.01
120,-0.38,9.75,1.18,0.08,0.01,0.03,-0.46,9.84,1.76,0.04,-0.11,0.01,1.53,9.66,-0.95,0.12,0.13,0.02
140,-0.41,9.73,1.2,0.07,0.01,0.03,-0.49,9.77,1.69,0.04,-0.11,0.01,1.55,9.62,-1.06,0.12,0.13,0.01
160,-0.35,9.7,1.26,0.09,0.01,0.03,-0.59,9.86,1.8,0.05,-0.1,0.02,1.57,9.83,-0.89,0.13,0.14,0.01
180,-0.29,9.7,1.37,0.07,0.02,0.04,-0.61,9.72,1.78,0.03,-0.12,0.01,1.34,9.62,-0.9,0.11,0.13,0.02
200,-0.39,9.71,1.27,0.07,0.05,0.03,-0.45,9.65,1.69,0.04,-0.12,0.01,1.47,9.58,-0.97,0.12,0.13,0.01
220,-0.31,9.73,1.3,0.11,0.05,0.02,-0.51,9.83,1.85,0.05,-0.11,0.03,1.53,9.75,-0.9,0.15,0.13,0.02
