timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-6.44,5.96,4.04,0.06,0.15,-0.02,-6.98,7.04,-2.32,0.09,-0.06,-0.01,-2.85,7.58,-6.71,0.18,0.15,-0.03
20,-6.32,6.08,4.37,0.07,0.09,0.01,-6.9,6.82,-2.19,0.04,-0.18,0.05,-3.02,7.3,-6.56,0.13,0.1,0.05
40,-6.45,5.84,4.19,0.15,-0.08,0.04,-6.93,6.49,-2.42,0.06,-0.23,0.04,-2.68,6.91,-6.74,0.07,0.06,0.08
60,-6.51,5.73,3.96,0.14,-0.08,0.02,-6.51,6.21,-2.77,0.06,-0.19,0.02,-2.63,6.21,-6.83,0.11,0.09,0.04
80,-6.54,5.75,3.72,0.07,0.05,-0.03,-5.93,6.12,-3.15,0.11,-0.08,-0.02,-2.22,6.01,-7.01,0.21,0.14,-0.03
100,-6.33,5.99,3.86,0.11,0.14,-0.01,-6.79,6.8,-2.41,0.1,-0.04,-0.01,-3.37,7.67,-6.38,0.21,0.15,-0.06
120,-6.38,6.03,4.38,0.08,0.1,0.01,-7.45,7.21,-1.9,0.04,-0.16,0.04,-2.68,7.43,-6.68,0.16,0.09,0.04
140,-6.49,5.73,4.12,0.14,-0.08,0.01,-6.79,6.07,-2.58,0.06,-0.2,0.01,-2.82,6.33,-6.77,0.12,0.07,0.04
160,-6.59,5.7,3.81,0.11,0.0,-0.02,-5.93,5.97,-3.03,0.11,-0.12,-0.02,-2.3,6.11,-6.89,0.18,0.07,0.01
180,-6.54,5.79,3.67,0.06,0.09,-0.03,-5.7,6.2,-3.1,0.16,0.0,-0.09,-1.73,6.0,-7.09,0.28,0.19,-0.09
200,-6.36,6.04,4.08,0.07,0.21,0.0,-6.49,7.17,-2.42,0.05,-0.06,-0.05,-3.06,8.07,-6.5,0.24,0.2,-0.1
220,-6.43,5.78,4.23,0.13,-0.01,0.03,-6.97,6.67,-2.29,0.06,-0.16,0.02,-2.94,7.07,-6.56,0.11,0.09,0.05
240,-6.52,5.67,4.11,0.12,-0.03,0.0,-6.46,6.17,-2.82,0.07,-0.19,0.01,-2.77,6.53,-6.67,0.12,0.05,0.02
260,-6.57,5.73,3.9,0.1,-0.0,-0.02,-6.48,6.47,-2.76,0.06,-0.14,-0.01,-2.45,6.52,-6.83,0.14,0.1,-0.03
280,-6.43,5.87,3.91,0.05,0.08,-0.01,-6.29,6.56,-2.7,0.09,-0.1,0.01,-2.36,6.88,-6.81,0.19,0.13,-0.01
300,-6.43,5.9,4.11,0.1,0.08,0.01,-6.48,6.62,-2.56,0.1,-0.12,0.04,-2.94,7.27,-6.53,0.17,0.11,0.03
320,-6.49,5.82,4.21,0.13,-0.01,0.02,-7.26,6.85,-2.17,0.05,-0.19,0.04,-2.85,6.95,-6.68,0.12,0.09,0.04
340,-6.53,5.75,4.11,0.09,-0.01,0.02,-6.53,6.36,-2.6,0.01,-0.15,-0.01,-2.72,6.73,-6.69,0.1,0.09,-0.01
360,-6.42,5.83,3.77,0.12,0.05,0.02,-6.27,6.31,-2.86,0.11,-0.09,0.06,-2.29,6.64,-6.81,0.19,0.15,0.07
380,-6.47,5.78,4.22,0.1,0.07,-0.02,-7.21,6.6,-2.16,0.15,-0.08,-0.04,-2.97,7.06,-6.59,0.19,0.14,-0.03
400,-6.5,5.79,4.23,0.08,0.04,-0.02,-6.73,6.6,-2.41,0.1,-0.12,-0.04,-2.98,6.94,-6.56,0.18,0.1,-0.06
420,-6.45,5.91,4.05,0.08,0.02,-0.01,-6.42,6.51,-2.6,0.13,-0.1,-0.08,-2.1,6.68,-6.93,0.23,0.12,-0.02
440,-6.44,5.87,3.98,0.1,0.05,0.01,-6.5,6.46,-2.58,0.06,-0.13,0.06,-2.49,6.62,-6.7,0.2,0.16,0.0
460,-6.48,5.85,4.04,0.09,0.04,-0.0,-6.49,6.4,-2.51,0.1,-0.09,-0.01,-2.42,6.52,-6.71,0.27,0.21,-0.01
