timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2
0,-0.89,7.07,6.51,0.1,0.0,0.01,-4.92,8.31,0.02,0.06,-0.14,-0.0,-2.7,9.0,-1.75,0.14,0.1,0.0
20,-0.92,7.09,6.67,0.12,0.05,-0.0,-4.97,8.41,0.05,0.08,-0.12,0.03,-2.76,9.16,-1.82,0.16,0.11,0.02
40,-0.87,7.02,6.74,0.1,0.06,0.0,-5.05,8.41,0.14,0.07,-0.13,0.04,-2.81,9.14,-1.72,0.16,0.12,0.03
60,-0.83,7.02,6.67,0.1,0.03,-0.0,-5.0,8.35,0.09,0.08,-0.12,0.04,-2.72,9.13,-1.72,0.16,0.11,0.03
80,-0.83,7.07,6.65,0.09,0.04,-0.0,-5.05,8.41,0.11,0.08,-0.13,0.0,-2.75,9.15,-1.75,0.16,0.11,0.01
100,-0.79,7.07,6.67,0.11,0.05,0.0,-5.13,8.43,0.12,0.07,-0.12,0.02,-2.76,9.18,-1.66,0.16,0.11,0.01
120,-0.84,6.98,6.73,0.1,0.01,0.01,-5.23,8.42,0.11,0.06,-0.14,0.02,-2.92,9.23,-1.74,0.14,0.11,0.02
140,-0.9,7.01,6.7,0.07,0.0,0.01,-5.12,8.28,0.02,0.06,-0.15,0.0,-2.84,9.04,-1.72,0.13,0.09,0.01
160,-0.87,7.02,6.62,0.06,0.02,-0.01,-4.93,8.31,-0.01,0.08,-0.13,0.01,-2.67,9.02,-1.75,0.15,0.1,0.01
180,-0.8,7.14,6.64,0.08,0.06,-0.01,-4.81,8.5,0.05,0.07,-0.12,0.04,-2.53,9.14,-1.75,0.17,0.11,0.03
200,-0.8,7.1,6.6,0.1,0.06,-0.0,-4.84,8.47,0.25,0.07,-0.11,0.07,-2.59,9.25,-1.65,0.17,0.14,0.05
220,-0.78,7.07,6.67,0.12,0.02,0.03,-5.09,8.49,0.12,0.05,-0.11,0.08,-2.79,9.27,-1.65,0.16,0.15,0.06
240,-0.81,6.99,6.78,0.09,0.01,0.03,-5.44,8.31,0.11,0.05,-0.12,0.05,-3.07,9.17,-1.63,0.15,0.14,0.03
260,-0.87,6.95,6.66,0.05,-0.0,0.02,-5.17,8.28,0.07,0.05,-0.15,-0.01,-2.86,9.1,-1.67,0.13,0.08,-0.01
280,-0.9,7.07,6.56,0.06,-0.01,0.01,-4.79,8.33,0.0,0.06,-0.14,-0.03,-2.54,8.99,-1.73,0.14,0.09,-0.02
300,-0.91,7.12,6.52,0.08,0.06,0.01,-4.8,8.38,-0.05,0.06,-0.12,0.02,-2.6,9.04,-1.82,0.15,0.12,0.03
320,-0.89,7.09,6.51,0.12,0.07,0.0,-4.87,8.44,-0.05,0.07,-0.1,0.03,-2.67,9.12,-1.74,0.17,0.13,0.03
340,-0.85,7.05,6.63,0.14,0.06,-0.0,-4.97,8.32,0.03,0.08,-0.1,0.06,-2.72,9.05,-1.74,0.18,0.14,0.04
360,-0.79,7.01,6.73,0.12,0.06,-0.01,-5.28,8.46,0.17,0.08,-0.11,0.03,-2.95,9.27,-1.68,0.17,0.12,0.03
380,-0.79,7.01,6.66,0.07,0.02,0.01,-5.11,8.36,0.09,0.07,-0.14,-0.01,-2.76,9.12,-1.61,0.13,0.09,0.0
400,-0.83,7.0,6.69,0.08,0.01,0.01,-5.04,8.32,0.08,0.07,-0.14,-0.02,-2.8,9.1,-1.73,0.14,0.09,-0.02
420,-0.84,7.08,6.59,0.09,0.04,0.0,-4.87,8.43,0.03,0.07,-0.13,0.01,-2.56,9.12,-1.78,0.15,0.11,0.02
440,-0.85,7.11,6.58,0.1,0.06,0.0,-4.93,8.32,0.01,0.07,-0.12,0.04,-2.68,9.04,-1.76,0.16,0.13,0.04
460,-0.82,7.05,6.67,0.12,0.06,-0.01,-5.19,8.35,0.08,0.08,-0.12,0.04,-2.92,9.17,-1.7,0.17,0.12,0.03
480,-0.74,7.02,6.78,0.1,0.01,0.01,-5.31,8.45,0.19,0.07,-0.14,0.02,-2.94,9.28,-1.67,0.14,0.09,0.03
500,-0.86,7.0,6.65,0.08,0.0,0.01,-4.94,8.29,0.15,0.06,-0.15,-0.02,-2.73,9.0,-1.71,0.14,0.1,-0.0
520,-0.8,7.16,6.72,0.06,0.06,0.02,-4.9,8.58,0.12,0.07,-0.12,0.03,-2.64,9.36,-1.73,0.15,0.12,0.02
540,-0.84,7.05,6.63,0.09,0.0,0.02,-5.04,8.39,0.14,0.05,-0.11,0.04,-2.75,9.13,-1.71,0.15,0.14,0.03
560,-0.85,7.05,6.67,0.09,-0.02,0.03,-5.26,8.44,0.11,0.05,-0.12,0.06,-2.99,9.29,-1.77,0.15,0.12,0.05
580,-0.91,6.97,6.64,0.07,-0.01,0.01,-5.15,8.17,0.04,0.07,-0.14,0.02,-2.86,8.91,-1.76,0.14,0.09,0.0
